the_geom,the_geom_webmercator,objectid,serialnum,description,recycler,lat,lng,
0101000020E610000092A6558D0CCF52C0CC92786E9DFF4340,0101000020110F00001C7C5766D8F25FC1FB35864A788F5241,923,1401945,Ne 54th/City Line,yes,39.99699193,-75.23514112,19131
0101000020E610000060B75C8ED8CE52C0877FFE412DFE4340,0101000020110F000099CE501480F25FC1D8AB9E27E08D5241,924,1401946,Sw 54th/Berks,yes,39.98575616,-75.23196754,19131
0101000020E610000059C411C147C952C08A9BA82AF8F94340,0101000020110F0000250CF0E80BE95FC1554CD38936895241,925,1401947,131 n/3rd (United Incentives),no,39.95288594,-75.14500453,19106
0101000020E61000002354929BD4CE52C03D48CA6A2FFE4340,0101000020110F00004CDA625F79F25FC103265E8CE28D5241,926,1401948,SE 54th/Berks,yes,39.98582206,-75.23172654,19131
0101000020E6100000A08C42A51ED152C090A7AD7F3BFD4340,0101000020110F0000A85C1DD15CF65FC15DFBE630D48C5241,927,1401949,7564 Haverford (At Rite Aide),no,39.97837826,-75.26749546,19151
0101000020E61000006786EEE885CD52C0C318D96E0C014440,0101000020110F00007CDBCCDA40F05FC1A782DD310F915241,928,1401950,City Line/TGIF Resturant/Bus stop,no,40.00819193,-75.21129821,19131
0101000020E6100000B3D0AEF47CC952C02465BDB2E8F94340,0101000020110F000067C0384766E95FC15C7F926625895241,929,1401951,Se 5th/Arch,no,39.95241389,-75.1482517,19106
0101000020E610000084D27245CDC452C00C7D4F0A57054440,0101000020110F00000A144C7E70E15FC14252B3A5D1955241,930,1401952,Se Everett /Castor Ave.,no,40.04171876,-75.07502876,19149
0101000020E6100000A187B05864C952C0728DD9ECE4F94340,0101000020110F0000F7910C7A3CE95FC1E5F0733821895241,931,1401953,Se 4th/Arch,no,39.95229874,-75.14674966,19106
0101000020E6100000D9E80E53CECE52C01270CD4CF4FD4340,0101000020110F000097122AB36EF25FC1089F4705A18D5241,932,1401954,Sw 54th/Montgomery,yes,39.98401794,-75.23134304,19131
0101000020E61000009065856003C952C0CA78A2E648074440,0101000020110F0000746EB3C397E85FC188741504FA975241,933,1401955,Nw 68th/Broad,no,40.05691226,-75.14083112,19126
0101000020E610000024B0F72EABCE52C0F8B93B35E9F64340,0101000020110F0000BC25660233F25FC1D7E6373CD3855241,443,173037,Sw 61st/Woodland,no,39.92899194,-75.22919821,19142
0101000020E61000009A08F9CDE7CA52C03A8E3367CFF54340,0101000020110F0000F025079DCEEB5FC18CF5A1259B845241,444,173038,Se Broad/Rittner,no,39.92039194,-75.17039823,19148
0101000020E610000046257228BBCB52C07D3A3DE027064440,0101000020110F00005B2F519E35ED5FC1E2D50B55B9965241,445,173039,Se Upsal/Germantown,no,40.04809192,-75.18329822,19119
0101000020E6100000A2BE3F1ACBCB52C02FCA1C5C5F064440,0101000020110F000057A4ABB350ED5FC10AD2EFE3F6965241,446,173040,Nw Good/Germantown ave,no,40.04978515,-75.18427139,19119
0101000020E61000005A9AB0191FCC52C005A9BEA97C074440,0101000020110F00005CBA6D61DFED5FC17B76CB7333985241,447,173041,Ne Mount Pleasant/Germantown,no,40.05849191,-75.18939821,19119
0101000020E610000046769EF797CB52C02CCCF73396054440,0101000020110F00006D09EBD7F9EC5FC1D49BF0B717965241,448,173044,Mid block bet Washington Ln/Pamona,no,40.04364633,-75.18115035,19144
0101000020E610000065946BCE56C852C022CB148042FD4340,0101000020110F0000DA43C0A272E75FC1ED957BF3DB8C5241,449,173046,Nw Frankford/Norris,no,39.97859193,-75.13029824,19125
0101000020E6100000C718A0B5F5CA52C0FDDC4C5283F54340,0101000020110F0000BABF743BE6EB5FC18AF56AE546845241,450,173047,Sw Broad/Shunk,no,39.91807011,-75.17124692,19145
0101000020E610000057548B2AE6CA52C04BEE4A409EF54340,0101000020110F00005B1B96D4CBEB5FC13D0190B764845241,451,173048,Nw Broad/Porter,no,39.91889194,-75.17029823,19148
0101000020E610000091E77B89F3CA52C0E99C18145DF54340,0101000020110F0000F340CB8AE2EB5FC17FAA468C1C845241,452,173049,Ne Broad/Oregon,no,39.91690303,-75.17111432,19148
0101000020E610000096811AF43AC852C0EE17B5347AFD4340,0101000020110F00005ECC305343E75FC102803CB1198D5241,453,173050,Se Frankford/Daulphin,no,39.98029193,-75.12859824,19125
0101000020E610000060763AECFDCC52C03DF701FB56FB4340,0101000020110F00003E9FEBDD59EF5FC134ADF73DBB8A5241,454,173056,4020 Lancaster Ave,yes,39.96359193,-75.20299822,19104
0101000020E610000052920F12F1CB52C0E81E1403C1004440,0101000020110F00002EBBBF3191ED5FC1751A7791BB905241,455,173059,Sw 35th/Alleghney ave,no,40.00589026,-75.18658878,19132
0101000020E61000007F2D1FB496CC52C00839BE91E7FA4340,0101000020110F00000196EA89AAEE5FC1A3E28FCA3F8A5241,456,173060,Ne 38th/Lancaster,no,39.96019193,-75.19669822,19104
0101000020E6100000D8CA0DCBDECC52C0110B8AEF32FB4340,0101000020110F0000B6C079FD24EF5FC19BEF294D938A5241,457,173061,3935 Lancaster Ave,no,39.96249193,-75.20109822,19104
0101000020E61000005C8CE0E42FCB52C00C6B838D91044440,0101000020110F00004A418A1049EC5FC18ADE7192F6945241,458,173062,Sw Chelten/Germantown,yes,40.03569192,-75.17479822,19144
0101000020E61000003F35B38362C852C037B04824AEFB4340,0101000020110F0000C0B0EE8586E75FC185BA9DD31B8B5241,459,173063,Delaware Ave (mid-block) between Marlborough & Shackamaxon,no,39.96625188,-75.13101285,19125
0101000020E6100000689C1B8ACFCC52C0130CC62821FB4340,0101000020110F0000122688140BEF5FC1D4D5989A7F8A5241,460,173064,"39th & Lancaster, SW",no,39.96194944,-75.2001672,19104
0101000020E61000000332B30520CC52C0D49FFC7C7D074440,0101000020110F00007BC950F2E0ED5FC1C137325E34985241,461,173066,Sw Mount Airy/Germantown,no,40.0585171,-75.18945448,19119
0101000020E61000009F8AA25798C852C001432D9481FB4340,0101000020110F000095D889F4E1E75FC11DEE0372EA8A5241,462,173067,Se Frankford Ave/Columbus blvd,no,39.96489193,-75.13429824,19125
0101000020E6100000E086166E71CB52C0A3373A340B044440,0101000020110F0000792A5262B8EC5FC11299658C61945241,463,173068,Sw Chelten/Wayne,no,40.03159192,-75.17879822,19144
0101000020E6100000D47E8FD82DCC52C0527AA1E096074440,0101000020110F000094236D6DF8ED5FC1591E778A50985241,464,173069,Nw Durham/Germantown,no,40.05929191,-75.19029821,19119
0101000020E6100000FA9E1FA924CD52C0A6E6251C8AFB4340,0101000020110F0000AEC5C3AA9BEF5FC191851BE6F38A5241,465,173070,Ne 41st/Lancaster,no,39.96515228,-75.20536259,19104
0101000020E6100000B9F57F80F4CB52C0915A0A2500074440,0101000020110F000038B3DD0597ED5FC15CEB4E49A9975241,466,173072,Ne Meehan/Germantown,no,40.05469192,-75.18679821,19119
0101000020E61000004C4F34FCE6CC52C04F7B427D39FB4340,0101000020110F0000E159B2E732EF5FC144A234909A8A5241,467,173073,3938 Lancaster Ave,no,39.96269193,-75.20159822,19104
0101000020E6100000E68C10FB99C852C092D8C83F2FFC4340,0101000020110F0000B167FBBCE4E75FC17AFE34E6AA8B5241,468,173074,Nw Thompson/Frankford,no,39.97019193,-75.13439824,19125
0101000020E6100000E6F6034869CD52C063AC0D06C3FB4340,0101000020110F00003802E63910F05FC1ADCF7AF7328B5241,469,173075,Ne 43rd/Lancaster,no,39.96688915,-75.20955086,19104
0101000020E6100000C1A1F5F10FCD52C0D5A408EB6DFB4340,0101000020110F00005E97CE7A78EF5FC1BA46BFA8D48A5241,470,173076,4043 Lancaster Ave,no,39.96429193,-75.20409821,19104
0101000020E61000004444B73292CB52C04A0362A38CF84340,0101000020110F0000A0E33F0BF0EC5FC1805BA3CFA3875241,471,173077,Ne 23rd/Christian,yes,39.94179194,-75.18079822,19146
0101000020E6100000C4F996BFBACC52C07EB8369D0BFB4340,0101000020110F0000B200B3C3E7EE5FC12A3706BB678A5241,472,173078,Sw Saunders/Lancaster,no,39.96129193,-75.19889822,19104
0101000020E6100000C2F8B2A97DC852C0216D6AB7DBFC4340,0101000020110F0000048734A3B4E75FC1A2A4E4086A8C5241,473,173086,Nw Palmer/Frankford,no,39.97545521,-75.13266985,19125
0101000020E610000012DA1DBD20CC52C0C68CE16279074440,0101000020110F0000FDFEDD29E2ED5FC102BDF6D02F985241,474,173087,Nw Mount Pleasant/Germantown,no,40.05839191,-75.18949821,19119
0101000020E6100000397891B630CD52C0D59F5C3D95FB4340,0101000020110F0000E9FCB323B0EF5FC15605613B008B5241,475,173088,4115 Lancaster Ave,yes,39.96549193,-75.20609822,19104
0101000020E6100000E7BE3184DBCC52C0A9DCD0612CFB4340,0101000020110F0000F495966C1FEF5FC195CE1F0A8C8A5241,476,173089,Sw Sloan/Lancaster,yes,39.96229193,-75.20089822,19104
0101000020E6100000935EB7C5AACC52C03ED4B43EF6FA4340,0101000020110F00008539A3A0CCEE5FC191326E0D508A5241,477,173090,Sw Baring/Lancaster,yes,39.9606398,-75.19792312,19104
0101000020E6100000F401A25798C852C0D940346B25FC4340,0101000020110F000072F088F4E1E75FC170385701A08B5241,478,173091,Se Frankford/Shackamaxon,yes,39.96989193,-75.13429824,19125
0101000020E61000006B3533D087CD52C051D52652FEFB4340,0101000020110F00000576791644F05FC1925B76AD748B5241,479,173092,"44th & Lancaster, NW",yes,39.96869876,-75.21141438,19104
0101000020E6100000FD47841A3ACD52C007123AA6E0F74340,0101000020110F0000E72D0D17C0EF5FC125FFB04CE5865241,480,173093,4910 Botanic Ave (Unknown Location),no,39.93654325,-75.20667136,19143
0101000020E610000001B72FF272CB52C04003F90313044440,0101000020110F0000B18D8BF5BAEC5FC131B582366A945241,481,173094,Ne Chelten/Wayne,no,40.03183031,-75.17889075,19144
0101000020E6100000646A9B6781C852C0AB8A60FBC5FC4340,0101000020110F000003EC4EFEBAE75FC1659562F2518C5241,482,173095,Ne Frankford/Columbia,yes,39.97479193,-75.13289824,19125
0101000020E61000000BDE258B3ACD52C0A8DFF0119FFB4340,0101000020110F000048ED5DD6C0EF5FC1567610200B8B5241,483,173096,4146 Lancaster Ave,yes,39.96579193,-75.20669821,19104
0101000020E61000004B434E4176CA52C0B2C50CE9C2F84340,0101000020110F000051C5F8BC0DEB5FC1B0E861EEDF875241,484,173097,SW 13th and South,no,39.94344819,-75.16346772,19147
0101000020E61000000F736A8528CD52C0B1610EDB84FB4340,0101000020110F00001E897A39A2EF5FC184E39613EE8A5241,485,173098,Sw 41st/Lancaster,yes,39.96499193,-75.20559822,19104
0101000020E61000003ABB786AEACB52C097468BB2D1064440,0101000020110F0000BDFE07E485ED5FC1F43B15C075975241,486,173099,NW Germantown/ Pelham,yes,40.05327446,-75.18618261,19119
0101000020E6100000D49784D602CD52C0CE8D95CF60FB4340,0101000020110F0000C779403762EF5FC1AE8B9222C68A5241,487,173101,Ne Wallace/Lancaster,yes,39.96389193,-75.20329822,19104
0101000020E6100000A9B47C556DCD52C0126A4B54DDFB4340,0101000020110F00008401261C17F05FC1822C0B1E508B5241,488,173102,Sw 43rd/Lancaster,yes,39.96769193,-75.20979821,19104
0101000020E6100000D0448E3E25CD52C065FD0EDB84FB4340,0101000020110F0000172497A89CEF5FC10E909713EE8A5241,489,173103,Se 41st/Lancaster,yes,39.96499193,-75.20539822,19104
0101000020E61000008C1AE0E42FCB52C0EDB460D494044440,0101000020110F0000F87F891049EC5FC12974F734FA945241,490,173104,Se Chelten/Germantown,yes,40.03579192,-75.17479822,19144
0101000020E6100000D3EDE0A9BFCC52C06D51EF2A12FB4340,0101000020110F00001E8E071DF0EE5FC1B1BC08FE6E8A5241,491,173111,Ne 39th/Lancaster,yes,39.96149193,-75.19919822,19104
0101000020E61000005A2DC8616FCC52C0EAF9011820014440,0101000020110F000032A439BF67EE5FC133B1BCFE24915241,492,173112,Sw Midvale/Ridge,yes,40.00879192,-75.19429822,19129
0101000020E6100000070E18CD09CC52C07E3DF93B48074440,0101000020110F00004154A533BBED5FC14C88B746F9975241,493,173113,Nw Sedgwick/Germantown,no,40.05689192,-75.18809821,19119
0101000020E610000006F5D57158C852C0A9EBA936A5044440,0101000020110F0000DBA72B6B75E75FC1D7608E610C955241,494,173114,Se 5th/Olney,yes,40.03629192,-75.13039823,19120
0101000020E6100000859EEAFCFBCB52C0FF665E2C19074440,0101000020110F000086AF17BDA3ED5FC10496BD0EC5975241,495,173115,Se Gorgas Lane/Germantown ave,no,40.05545573,-75.18725512,19119
0101000020E61000001415F1D461C852C0D6046D8770044440,0101000020110F0000687B165D85E75FC19D75B5F0D1945241,496,173116,Sw 5th/Tabor,no,40.03468411,-75.13097118,19120
0101000020E6100000F45928709CCA52C0FE4887256F004440,0101000020110F000053968A984EEB5FC1EB269CCC60905241,497,173117,Nw 22nd/Alleghney,no,40.00339192,-75.16579822,19132
0101000020E6100000EF0C28D468C852C04DD6C02D1BFD4340,0101000020110F0000E171A53F91E75FC17686B65EB08C5241,498,173118,Se Frankford/Berks,yes,39.97739193,-75.13139824,19125
0101000020E6100000C8EF9C03B5CA52C05A42658E6FFF4340,0101000020110F00000B23365778EB5FC176CDC66E458F5241,499,173121,Ne 22nd/Lehigh,yes,39.99559193,-75.16729822,19132
0101000020E610000039DC20352CCC52C0003AC49993074440,0101000020110F00002484FAA4F5ED5FC1A2709FE74C985241,500,173122,Ne Durham/Germantown,yes,40.05919191,-75.19019821,19119
0101000020E610000092EDD8E963C852C0230CD8E842044440,0101000020110F0000B01C48E688E75FC130526A569F945241,501,173123,Se 5th/Somerville,no,40.03329192,-75.13109823,19120
0101000020E6100000F83C26A810C852C0B8D4D8D8ABFE4340,0101000020110F00009A23D27AFBE65FC1367D107A6C8E5241,502,173124,2646 Kensington Ave,no,39.98961936,-75.12601665,19125
0101000020E6100000CFFBFAB249C852C0042DF7B65CFD4340,0101000020110F0000C8E6325F5CE75FC1C7DF6F01F98C5241,503,173125,Se Frankford/Susquehanna,yes,39.97939193,-75.12949824,19125
0101000020E6100000DC7DC27158CC52C0A13DA9BC6E014440,0101000020110F0000F62901C940EE5FC15528BB327C915241,504,173128,Se East Falls Station/Midvale,no,40.01119192,-75.19289822,19129
0101000020E6100000C857AEE3E2CA52C03E156300FAF54340,0101000020110F0000E357B143C6EB5FC1E8531252CA845241,505,173129,Se Broad/Wolf,no,39.92169194,-75.17009823,19148
0101000020E61000005B5DD514EBCA52C0B9C8DF14A8F54340,0101000020110F000060CCEA2DD4EB5FC1B9105A9A6F845241,506,173130,Se Broad/Porter,no,39.91919194,-75.17059823,19148
0101000020E6100000D6600B3A60CD52C052C3FCF1CCFB4340,0101000020110F0000666697D800F05FC1704C1AF63D8B5241,507,173132,4232 Lancaster Ave,yes,39.96719193,-75.20899821,19104
0101000020E61000003F99743370CE52C0D53BC5415A034440,0101000020110F000016BB5BD2CEF15FC1D9AA82499D935241,508,173133,4426 Main,yes,40.02619192,-75.22559821,19127
0101000020E6100000F89CAA2908CC52C02787F93B48074440,0101000020110F0000D1BB346BB8ED5FC109DAB746F9975241,509,173134,Se Sedgwick/Germantown,yes,40.05689192,-75.18799822,19119
0101000020E6100000D6B6ACA113CC52C03965940069074440,0101000020110F000068B64FE6CBED5FC18C3DD9A21D985241,510,173135,7027 Germantown (Mt. Airy Playground),yes,40.05789191,-75.18869821,19144
0101000020E6100000A7C2476634CC52C08658EE42A7074440,0101000020110F0000BAC3338F03EE5FC138C7ACB862985241,511,173136,7153 Germantown / Golden Crust Pizza,no,40.05979191,-75.19069821,19119
0101000020E6100000EACB23AD37CC52C0BB8DA6D0AD074440,0101000020110F0000EFE9162009EE5FC1AF225EFE69985241,512,173138,Nw Mount Airy,no,40.05999191,-75.19089821,19119
0101000020E6100000AC1D07AD2ECC52C0541FF1CE9E074440,0101000020110F00009BC752D6F9ED5FC1FAD9655759985241,513,173139,Se Germantown/ Hortter,no,40.05953395,-75.19034887,19119
0101000020E61000008842925039CC52C0907AA6D0AD074440,0101000020110F0000A63E89E80BEE5FC16B0D5EFE69985241,514,173140,Se Mount Airy/Germantown,no,40.05999191,-75.19099821,19119
0101000020E6100000C7400D064FCB52C0645C76AD63044440,0101000020110F0000EA2EFCF07DEC5FC19FC356AFC3945241,515,173141,Ne Chelten/Green,no,40.03429192,-75.17669822,19144
0101000020E6100000EF1CC299AAC252C0C55C9E2CA8044440,0101000020110F0000690110EBCFDD5FC132D555AA0F955241,516,173142,Nw Englewood/Frankford ave,no,40.03638227,-75.04166264,19135
0101000020E6100000828731DC1CC352C035D0B98E38044440,0101000020110F000092C3DEFF91DE5FC1F315D9DA93945241,517,173143,Nw Longshore/Frankford ave,no,40.032976,-75.04863648,19135
0101000020E610000009B0669674CB52C0B3F89EEF6CF94340,0101000020110F0000497852BFBDEC5FC1B35C76499C885241,518,173144,Se 23th/Spruce,no,39.94863696,-75.17899094,19103
0101000020E6100000B94204F518C352C0FFD460CD35044440,0101000020110F00008DF3AA5E8BDE5FC19BB876CC90945241,519,173145,Ne Longshore/Frankford ave,no,40.03289191,-75.04839826,19135
0101000020E6100000EFAD47A803CB52C0C2E7835C89F84340,0101000020110F0000C97D92ECFDEB5FC14F71642EA0875241,520,173146,Ne 18th/Catharine,yes,39.94169194,-75.17209823,19146
0101000020E61000000121010315CB52C090C456405CF64340,0101000020110F00001499FC661BEC5FC1771D4D2037855241,521,173147,1603 S Passyunk Ave,no,39.92469029,-75.17315745,19145
0101000020E6100000A86475A0C6CB52C046BB8F324F064440,0101000020110F0000831C6E1949ED5FC15C785FF5E4965241,522,173148,Nw Sharpnack/Germantown,no,40.04929192,-75.18399822,19119
0101000020E610000064434BF7B2CB52C08693E78D00064440,0101000020110F00007EF717B427ED5FC1BB09E7B48D965241,523,173151,Nw Cliveden/Germantown,no,40.04689192,-75.18279822,19144
0101000020E61000005A79C169E8CB52C02B35621ECF064440,0101000020110F000083BB217D82ED5FC146619AE372975241,524,173152,SE Germantown/Slocum (Across from Pelham Rd),no,40.05319576,-75.18606037,19119
0101000020E61000008080CFC007CD52C060C495CF60FB4340,0101000020110F0000B4A696906AEF5FC12AC89222C68A5241,525,173154,4040 Lancaster Ave,no,39.96389193,-75.20359822,19104
0101000020E61000009E06962387CA52C0D117147CECF64340,0101000020110F000011C2CC6A2AEB5FC1865144DDD6855241,526,173155,Nw Passyunk just past Morris at PPA lot,no,39.92909194,-75.16449823,19148
0101000020E6100000C14FCE6BD7C252C06701DFC870044440,0101000020110F00003217E30C1CDE5FC1CAC24D39D2945241,527,173156,Ne Princeton/Frankford ave,no,40.03469191,-75.04439826,19135
0101000020E61000003F39348E43C352C05BC65ADD1E044440,0101000020110F0000F6D239BAD3DE5FC17397255B77945241,528,173157,Se Knorr/Frankford ave,yes,40.03219191,-75.05099826,19135
0101000020E61000008C1AE0E42FCB52C0EDB460D494044440,0101000020110F0000F87F891049EC5FC12974F734FA945241,529,173158,Nw Chelten/Germantown,yes,40.03579192,-75.17479822,19144
0101000020E61000007D0868E022CA52C0673DE3AF90F74340,0101000020110F00005628831C80EA5FC191390ABB8C865241,530,173159,Sw Federal/Passyunk,yes,39.934103,-75.1583787,19147
0101000020E61000009204BF139EC252C0E441380BAF044440,0101000020110F0000041054A5BADD5FC1AAE51B4917955241,531,173160,Se Cottman/Frankford ave,yes,40.03659191,-75.04089826,19135
0101000020E6100000B284B0A2F1C252C0CF61D7D859044440,0101000020110F0000948AFF9348DE5FC1FFE2CEC7B8945241,532,173161,Ne Tyson/Frankford ave,yes,40.03399191,-75.04599826,19135
0101000020E61000000461068697C252C096FACCDFB8044440,0101000020110F000042CD8C83AFDD5FC161A4B33022955241,533,173162,Nw Cottman/Frankford ave,yes,40.03689191,-75.04049826,19136
0101000020E61000004482E0E42FCB52C0686719629B044440,0101000020110F000026308A1049EC5FC1D395017A01955241,534,173163,Ne Chelten/Germantown,yes,40.03599192,-75.17479822,19144
0101000020E6100000A2533BE148CA52C0650BE4C94EF74340,0101000020110F000005B6E6A9C0EA5FC16EEBDBBD43865241,535,173164,Nw 10th/Passyunk Rita's Water ice,yes,39.93209194,-75.16069823,19147
0101000020E61000009016C829FDC352C085F2EAE4AC054440,0101000020110F0000AB4137000FE05FC1B36960E430965241,536,173166,Se Frankford/ Princeton Ave,yes,40.04433881,-75.06232686,19149
0101000020E610000037F0C4D524CA52C08C5C63C589F74340,0101000020110F000046B0207083EA5FC12004031285865241,537,173167,Ne Latona/Passyunk,yes,39.93389194,-75.15849823,19147
0101000020E6100000AF28C74D30CA52C05880381C76F74340,0101000020110F0000D7DE3BEB96EA5FC11D573E4B6F865241,538,173168,Passyunk/ at Playground just before 9th West side,yes,39.93329194,-75.15919823,19147
0101000020E61000008EDCEB062DCA52C0A977F1A97CF74340,0101000020110F0000E6F9595A91EA5FC1DA857E8D76865241,539,173169,Nw 9th st at Playground across from Geno's,no,39.93349194,-75.15899823,19147
0101000020E6100000F4270CEDDBCB52C0EB05151EA1064440,0101000020110F0000517A33476DED5FC1EB905ED93F975241,540,173170,Ne Phil Elenna,yes,40.05179192,-75.18529822,19119
0101000020E610000021ED33A7B6C252C04F7C0D629B044440,0101000020110F000044290064E4DD5FC1585DF47901955241,541,173171,Nw Wellington/Frankford ave,yes,40.03599191,-75.04239826,19135
0101000020E6100000785E45496BCA52C0951F8A8710F74340,0101000020110F0000C1FF3D1BFBEA5FC11B5912C9FE855241,542,173172,Ne Cross/ Passyunk,yes,39.93019194,-75.16279823,19147
0101000020E6100000F0A8CA5186CC52C0A99E683558084440,0101000020110F0000BFAD6CB58EEE5FC1DE895A1427995241,543,173173,Germantown/ Trolley car diner,yes,40.06519191,-75.19569821,19119
0101000020E6100000759123C05FC952C0E40BD31F7AF84340,0101000020110F0000CC388FAB34E95FC18932774D8F875241,544,173174,Se S American/South,yes,39.94122694,-75.14646915,19147
0101000020E61000005C93B0191FCC52C0839A061C76074440,0101000020110F00007BAE6D61DFED5FC1C6C3242E2C985241,545,173175,Sw Mount Pleasant/Germantown,no,40.05829192,-75.18939821,19119
0101000020E6100000D7C411890FCE52C08FEDCF3AFB024440,0101000020110F0000A0A421A02AF15FC191D2D9E433935241,546,173176,Se Lock/Main,no,40.02329192,-75.21969821,19127
0101000020E61000002278E89857C852C05FAF50FDAB044440,0101000020110F00003470B2FA73E75FC13BAAC2E513955241,547,173177,Ne 5th/Olney,no,40.0364987,-75.13034651,19120
0101000020E6100000D166EA5707CE52C0B16E5D1FEE024440,0101000020110F0000E699E7B51CF15FC16D20775B25935241,548,173178,Se Jamestown/Main,no,40.02289192,-75.21919821,19127
0101000020E6100000FFC8177926CE52C0F93D8EB818034440,0101000020110F0000ACAE5A9651F15FC128A6089A54935241,549,173179,4237 Main,no,40.02419192,-75.22109821,19127
0101000020E6100000AD95466ED8CA52C0EDE64A575DF84340,0101000020110F0000A0B4D97FB4EB5FC1F2B72C6B6F875241,550,173180,Se 16th/Christian,no,39.94034854,-75.16945989,19146
0101000020E6100000F849E92DA1C952C063E17668B0F94340,0101000020110F000055B9BBCEA3E95FC141F87709E7885241,551,173181,Sw 6th/Market,no,39.95069605,-75.15046261,19106
0101000020E6100000CCB79CF5F6CD52C093FF7AE8D3024440,0101000020110F0000694D75E100F15FC1A753C54808935241,552,173182,Ne Shurs/Main,no,40.02209192,-75.21819821,19127
0101000020E610000064768B0C3FCE52C0A2194E3636034440,0101000020110F000096B004557BF15FC11C77554F75935241,553,173183,4358 Main Street,yes,40.02509192,-75.22259821,19127
0101000020E6100000733498EC6CCE52C0AE9CEEEA6D034440,0101000020110F000065F97741C9F15FC1B14EDB17B3935241,554,173184,Ce Carson/Cresson,no,40.02679192,-75.22539821,19127
0101000020E610000057187EB82BCE52C0CC9F434523034440,0101000020110F000071F340805AF15FC15FDB544D60935241,555,173185,Nw Rector/Main,no,40.02451387,-75.2214185,19127
0101000020E6100000B1343318A1CB52C0726A5DFEBF054440,0101000020110F0000F10BD65809ED5FC1F30EC51446965241,556,173186,Ne Duval/Germantown Ave,no,40.04492168,-75.18170743,19144
0101000020E6100000D09A0F3CB8CA52C0828809FA96F64340,0101000020110F0000EE859ECF7DEB5FC1701CC62978855241,557,173187,Sw Mifflin/Passyunk,no,39.92648244,-75.16749479,19148
0101000020E61000009C627CCD78CD52C007EED64C0F024440,0101000020110F00001CDF3C972AF05FC1D2D9553F2E925241,558,173188,Ridge Ave./ Main Street (Bus stop/United Artist Theatre),no,40.01609192,-75.21049821,19127
0101000020E61000001C43798D54C852C0CC4B2DECD8044440,0101000020110F000061CFBFCE6EE75FC1BDAABCBD45955241,559,173189,Se 5th/Chew,no,40.03786995,-75.13016068,19120
0101000020E61000007387F63735CE52C05ED1B8612C034440,0101000020110F00004DD759A26AF15FC1D3B838686A935241,560,173190,Nw Roxborough/Main,no,40.02479192,-75.22199821,19127
0101000020E6100000F24F0D5C5DCC52C07C477A2344014440,0101000020110F00008530572249EE5FC15E7579F64C915241,561,173191,Se Creswell/Midvale,no,40.00989192,-75.19319822,19129
0101000020E6100000253C793CFACD52C058F6562FD7024440,0101000020110F0000AF44597206F15FC1DCF319EB0B935241,562,173192,Sw Shurs/Main,no,40.02219192,-75.21839821,19127
0101000020E61000000C5B031863CE52C0B64C306D50034440,0101000020110F0000B444CD8EB8F15FC105CA5A6292935241,563,173193,4400 Main Street,no,40.02589192,-75.22479821,19127
0101000020E6100000B7C9C436A9CB52C037E5500AE2054440,0101000020110F0000FF827E2317ED5FC162DF6EDA6B965241,564,173194,Ne Johnson/Germantown,no,40.0459607,-75.182203,19144
0101000020E61000001861C892AACB52C052C2B215E1054440,0101000020110F0000738BA17219ED5FC1D9030CCB6A965241,565,173195,Nw Johnson/Germantown,no,40.04593154,-75.18228597,19144
0101000020E6100000FB9091DF6BC852C0AC27183017044440,0101000020110F0000E3678E6B96E75FC1B7B345D76E945241,566,173196,Nw 5th/Fisher,no,40.03195764,-75.13158406,19120
0101000020E61000006A861ECC63CA52C035AF47AC25F74340,0101000020110F0000ED5CC462EEEA5FC1BBE8FC3316865241,567,173197,Sw Dickinson/Passyunk,yes,39.93083719,-75.16234115,19147
0101000020E6100000C4CE52C2AECA52C024110955D5FF4340,0101000020110F0000EA8F42B76DEB5FC1E285E643B68F5241,568,173200,"22nd & Cambria, NW",yes,39.99869788,-75.16691645,19132
0101000020E61000002FDB9A7461CE52C065F2C51052F74340,0101000020110F0000531165C6B5F15FC160ABFD5E47865241,569,173201,Sw 58th/Woodland,yes,39.93219194,-75.22469821,19143
0101000020E6100000129DF7E6F5C352C0FB4B6F3589034440,0101000020110F00005326D5AA02E05FC1F5BEC25CD1935241,570,173202,Nw Harbison/Frankford ave,yes,40.02762478,-75.06188368,19149
0101000020E61000007C72C818B4C352C028CBE7A0A6034440,0101000020110F000085BAE4E392DF5FC1F65535FEF1935241,571,173203,4910 Botanic Ave.,no,40.0285226,-75.05786724,19149
0101000020E6100000E269901C94CB52C045C741048C054440,0101000020110F00002F5B4E4BF3EC5FC147D7F86A0C965241,572,173204,Ne Washington Lane/ Germantown Ave,yes,40.04333547,-75.18091501,19144
0101000020E61000000CA622B2B3CA52C047FC38E09AF64340,0101000020110F0000B5BEF81976EB5FC1C9A7417B7C855241,573,173205,Ne Mifflin/Passyunk,yes,39.92660144,-75.16721776,19148
0101000020E61000005CB61A9A7BC352C0BF1EFFEFF1034440,0101000020110F00007F1394ED32DF5FC1F086E68545945241,574,173206,6610 Frankford Ave,yes,40.03082085,-75.05441907,19135
0101000020E61000008EF09759C3CB52C0EF6FFB5D45064440,0101000020110F0000FD8D888843ED5FC1E535460DDA965241,575,173207,6523 Germantown Ave,yes,40.04899192,-75.18379822,19119
